,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
1533,Apartment,Private room,Real Bed,1,6,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,3,1.0,150,0,1
1534,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,4.0,33,1.5,64,0,1
1535,Bungalow,Private room,Real Bed,1,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,2.0,123,1.0,95,55,2
1536,Villa,Entire home/apt,Real Bed,5,90,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,2.0,5,3.0,380,0,2
1537,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,2.0,71,1.0,75,10,4
1538,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,12,3.0,6.0,9,2.0,1397,0,1
1539,Guesthouse,Entire home/apt,Real Bed,2,60,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,60,1.0,299,0,1
1540,Guest suite,Private room,Real Bed,1,5,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,447,100,1
1541,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,10,5.0,10.0,3,3.5,160,0,1
1542,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,3.0,0.0,21,1.0,350,0,1
1543,Apartment,Entire home/apt,Real Bed,3,28,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,8,3.0,4.0,12,2.0,200,25,9
1544,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,1,0.0,1.0,0,1.0,237,0,1
1545,Condominium,Entire home/apt,Real Bed,3,1125,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,4.0,9,2.0,551,0,1
1546,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,5,2.0,2.0,18,1.0,250,0,1
1547,Apartment,Entire home/apt,Real Bed,180,1000,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,0,1.0,105,0,1
1548,Serviced apartment,Private room,Real Bed,3,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,2,1.0,111,119,2
1549,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,3.0,30,1.5,50,0,1
1550,Apartment,Private room,Real Bed,1,3,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,3,2.0,23,0,1
1551,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,1.0,39,1.0,75,5,2
1552,House,Entire home/apt,Real Bed,2,28,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,6,2.0,3.0,65,1.0,110,15,4
1553,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,1.0,4,1.0,300,0,1
1554,Condominium,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,1,1.0,95,0,1
1555,Condominium,Entire home/apt,Real Bed,5,90,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,2,1.0,239,0,2
1556,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,2,1.0,110,0,2
1557,Guest suite,Entire home/apt,Real Bed,4,30,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,31,1.0,68,10,1
1558,Apartment,Entire home/apt,Real Bed,1,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,69,0,1
1559,Apartment,Private room,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,84,0,1
1560,House,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,5,2.0,2.0,79,1.0,31,15,4
1561,Loft,Entire home/apt,Real Bed,1,7,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,5,1.0,301,10,2
1562,Condominium,Entire home/apt,Real Bed,31,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,0.0,1.0,19,1.0,94,0,1
1563,Apartment,Entire home/apt,Real Bed,4,1120,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,7,4.0,5.0,32,2.0,200,0,1
1564,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,1.0,74,1.0,145,10,2
1565,Condominium,Entire home/apt,Real Bed,1,1124,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,1.0,16,1.0,250,35,2
1566,Apartment,Private room,Airbed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,4,1.0,60,0,1
1567,Townhouse,Private room,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,3,1.5,63,0,1
1568,House,Entire home/apt,Real Bed,2,40,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,3.0,3.0,122,2.0,168,25,6
1569,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,40,2.0,83,35,3
1570,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,0,1.0,60,0,1
1571,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,45,1.0,77,10,2
1572,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,6,1.0,50,0,1
1573,House,Private room,Real Bed,3,25,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,47,1.0,53,0,1
1574,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,2.0,40,1.0,141,25,2
1575,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,24,1.0,197,20,2
1576,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,42,1.0,25,15,1
1577,Apartment,Entire home/apt,Real Bed,2,14,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,74,1.0,90,25,2
1578,Boutique hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,3,1.0,86,0,1
1579,Apartment,Private room,Real Bed,2,10,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,92,1.0,30,20,1
1580,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,147,1.0,848,0,1
1581,Apartment,Entire home/apt,Real Bed,1,1125,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,2,1.0,316,0,2
1582,House,Entire home/apt,Real Bed,7,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,12,5.0,7.0,10,4.0,300,0,1
1583,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,41,1.0,160,0,1
1584,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,3.0,56,1.0,50,10,2
1585,Apartment,Entire home/apt,Real Bed,5,10,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,3.0,3.0,1,1.0,170,0,1
1586,Apartment,Entire home/apt,Real Bed,14,19,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,0.0,1.0,0,1.0,115,0,1
1587,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,1.0,87,1.0,60,10,2
1588,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,6,3.0,3.0,100,1.0,315,40,6
1589,Apartment,Private room,Real Bed,2,60,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,20,1.0,51,0,1
1590,Bungalow,Entire home/apt,Real Bed,1,30,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,4,0.0,2.0,102,1.0,180,0,1
1591,Apartment,Entire home/apt,Real Bed,7,21,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,4.0,4.0,14,1.5,170,10,1
1592,Townhouse,Private room,Real Bed,1,31,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,91,1.5,85,0,1
1593,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,1,1.0,80,0,1
1594,Condominium,Entire home/apt,Real Bed,3,31,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,50,1.0,100,0,1
1595,House,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,14,4.0,4.0,2,4.0,343,25,8
1596,Apartment,Entire home/apt,Real Bed,1,14,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,18,1.0,40,0,1
1597,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,2.0,2.0,6,1.0,353,150,1
1598,Apartment,Entire home/apt,Real Bed,1,365,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,55,1.0,35,5,1
1599,House,Private room,Real Bed,4,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,7,1.5,75,0,1
1600,Townhouse,Entire home/apt,Real Bed,5,28,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,6,3.0,3.0,2,2.5,600,10,1
1601,Guesthouse,Private room,Real Bed,1,31,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,0.0,1.0,34,1.0,196,0,1
1602,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,4,1.0,100,25,2
1603,House,Private room,Real Bed,1,7,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,106,1.0,50,0,1
1604,Apartment,Entire home/apt,Real Bed,3,365,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,39,1.0,400,0,1
1605,Apartment,Private room,Real Bed,10,1124,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,20,1.0,63,30,1
1606,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,8,3.0,6.0,47,1.0,1499,150,6
1607,Apartment,Entire home/apt,Real Bed,28,180,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,0,1.0,848,0,1
1608,Other,Entire home/apt,Real Bed,31,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,1.0,2,1.0,55,0,1
1609,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,8,4.0,7.0,40,2.0,92,26,3
1610,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,0.0,2.0,0,1.0,99,0,1
1611,Apartment,Entire home/apt,Real Bed,5,20,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,2.0,0,1.0,211,0,1
1612,Apartment,Entire home/apt,Real Bed,2,60,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,2.0,3.0,0,1.0,291,40,6
1613,Apartment,Entire home/apt,Real Bed,4,10,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,6,4.0,5.0,1,2.0,156,0,1
1614,Hotel,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,311,0,1
1615,Apartment,Entire home/apt,Real Bed,3,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,8,3.0,7.0,15,2.0,350,0,8
1616,Camper/RV,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,3,0.0,2.0,1,0.0,70,0,1
1617,Condominium,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,3,1.0,13,0,1
1618,House,Entire home/apt,Real Bed,14,24,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,6,3.0,3.0,1,3.0,395,0,1
1619,Apartment,Private room,Real Bed,4,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,2.0,105,0,1
1620,Apartment,Entire home/apt,Real Bed,1,30,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,3,2.0,1.0,1,2.0,321,95,1
1621,Apartment,Entire home/apt,Real Bed,3,28,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,4.0,111,1.0,75,0,1
1622,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,3.0,8,1.0,75,15,2
1623,House,Entire home/apt,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,24,1.0,200,0,1
1624,Hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,13,1.0,2002,0,1
1625,Apartment,Private room,Real Bed,1,10,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,0.0,1.0,3,1.0,47,30,2
1626,Apartment,Private room,Real Bed,1,25,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,202,1.0,65,0,1
1627,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,32,1.0,26,18,1
1628,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,2.0,8,1.0,129,25,2
1629,House,Private room,Real Bed,3,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,5,1.0,4.0,0,1.0,85,0,1
1630,Apartment,Entire home/apt,Real Bed,1,90,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,3.0,30,1.0,581,584,4
1631,Apartment,Entire home/apt,Real Bed,3,180,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,37,1.0,101,0,4
1632,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,5.0,76,1.0,70,10,2
1633,Apartment,Private room,Real Bed,2,15,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,18,1.0,30,25,2
1634,Apartment,Entire home/apt,Real Bed,1,90,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,72,1.0,129,0,1
1635,Apartment,Private room,Real Bed,2,31,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,7,2.0,38,4,1
1636,Boutique hotel,Private room,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,3.0,0,1.0,269,0,1
1637,Guest suite,Private room,Real Bed,1,30,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,2.0,3,1.0,60,20,2
1638,Apartment,Entire home/apt,Real Bed,5,14,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,0,2.0,754,0,1
1639,House,Private room,Real Bed,1,28,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,22,1.0,30,0,1
1640,Apartment,Private room,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,91,1.0,34,15,2
1641,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,45,0.5,43,15,2
1642,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,4,1.0,107,0,3
1643,Loft,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,0,1.0,53,20,2
1644,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,34,1.0,59,0,1
1645,Loft,Entire home/apt,Real Bed,3,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,7,1.0,55,0,1
1646,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,28,1.0,80,25,2
1647,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,6,1.0,100,20,2
1648,House,Private room,Real Bed,4,90,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,22,1.0,34,15,1
1649,Apartment,Entire home/apt,Real Bed,180,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,89,0,2
1650,Apartment,Entire home/apt,Real Bed,2,31,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,3.0,71,1.0,60,9,2
1651,Townhouse,Entire home/apt,Real Bed,2,7,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,1.0,1,1.0,200,0,1
1652,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,4,3.0,1.0,0,2.0,86,0,1
1653,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,61,1.0,23,0,1
1654,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,7,1.0,170,25,2
1655,Condominium,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,5,1.0,125,0,4
1656,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,53,1.0,119,30,2
1657,Townhouse,Entire home/apt,Real Bed,3,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,3,3.0,2.0,1,2.5,500,0,1
1658,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,2.0,51,1.0,120,10,2
1659,Apartment,Private room,Real Bed,1,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,1,1.0,142,60,1
1660,Condominium,Entire home/apt,Real Bed,2,21,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,7,1.0,377,0,1
1661,House,Private room,Real Bed,1,15,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,16,1.0,73,15,1
1662,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,0,1.0,78,170,1
1663,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,4.0,35,1.0,106,0,1
1664,House,Entire home/apt,Real Bed,4,21,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,7,3.0,3.0,3,2.5,274,0,1
1665,Guesthouse,Entire home/apt,Real Bed,1,29,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,232,1.0,95,20,2
1666,Hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,28,1.0,447,0,1
1667,Apartment,Entire home/apt,Real Bed,6,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,3.0,1,1.0,250,15,4
1668,Condominium,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,9,3.0,5.0,6,3.0,500,0,1
1669,Apartment,Private room,Real Bed,30,30,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,999,0,1
1670,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,83,1.0,25,10,2
1671,Condominium,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,10,1.0,348,0,1
1672,Apartment,Private room,Real Bed,4,15,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,3,1.0,60,0,1
1673,Apartment,Entire home/apt,Real Bed,8,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,0.0,1.0,5,1.0,169,45,2
1674,House,Private room,Real Bed,2,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,1,1.0,98,0,1
1675,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,57,1.0,50,0,1
1676,Condominium,Private room,Real Bed,2,120,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,30,1.0,135,10,4
1677,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,2.0,37,1.0,130,0,1
1678,Condominium,Entire home/apt,Real Bed,1,180,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,16,1.0,95,25,4
1679,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,104,1.0,34,30,2
1680,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,6,1.0,801,0,1
1681,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,121,1.0,60,10,2
1682,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,2.0,10,1.0,119,50,1
1683,Apartment,Entire home/apt,Real Bed,30,181,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,5,4.0,5.0,0,1.5,221,0,1
1684,Casa particular (Cuba),Private room,Real Bed,7,10,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,0.0,1.0,0,1.0,47,50,3
1685,Apartment,Entire home/apt,Real Bed,2,90,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,3,1.0,589,0,1
1686,Townhouse,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,5,2.0,4.0,38,2.0,159,50,5
1687,Barn,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,3.0,19,2.0,135,50,5
1688,House,Private room,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,0,3.0,70,0,1
1689,Apartment,Entire home/apt,Real Bed,30,180,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,1,1.0,149,0,1
1690,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,5,1.0,801,769,1
1691,Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,24,1.0,65,100,2
1692,House,Entire home/apt,Real Bed,10,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,79,0,1
1693,Condominium,Private room,Real Bed,1,7,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,23,1.0,29,10,2
1694,Apartment,Private room,Real Bed,1,7,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,2.0,0,1.0,121,0,1
1695,Apartment,Private room,Real Bed,1,6,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,4,1.5,26,0,1
1696,House,Entire home/apt,Real Bed,3,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,8,4.0,5.0,21,3.5,417,25,8
1697,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,13,1.0,49,10,2
1698,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,2.0,0,1.0,74,0,2
1699,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,1.0,59,1.0,70,20,2
1700,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,13,1.0,100,0,1
1701,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,110,1.0,80,0,1
1702,Condominium,Entire home/apt,Real Bed,5,90,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,0,2.0,256,0,4
1703,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,86,1.0,30,10,2
1704,Guest suite,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,50,1.0,155,50,2
1705,Hut,Private room,Real Bed,1,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,3.0,4,2.0,68,0,3
